Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
17545,Gamma ventral capsulotomy for obsessive-compulsive disorder: a randomized clinical trial,(HSC) Medicine - Neurology;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Surgery;,"Department and Institute of Psychiatry, University of São Paulo School of Medicine, São Paulo, Brazil; Department of Psychiatry and Human Behavior, The Warren Alpert Medical School of Brown University, Providence, Rhode Island; The Institute of Neurological Radiosurgery, Hospital Santa Paula, São Paulo, Brazil; Statistics Department of the Mathematics and Statistics Institute of the University of São Paulo, São Paulo, Brazil; Department of Radiology, University of São Paulo School of Medicine, São Paulo, Brazil; 6Department of Neurosurgery, The Warren Alpert Medical School of Brown University, Providence, Rhode Island",JAMA Psychiatry,JAMA Network,Brazil;United States,Antonio C Lopes;Benjamin D Greenberg;Miguel M Canteras,http://retractionwatch.com/2015/10/29/journal-retracts-and-republishes-small-study-on-gamma-rays-for-ocd/,Research Article;,10/28/2015 0:00,10.1001/jamapsychiatry.2015.0673,26509602.0,7/23/2014 0:00,10.1001/jamapsychiatry.2014.1193,25054836.0,Reinstatement,+Error in Analyses;+Error in Data;+Retract and Replace;,No,Replaced on 10/28/2015 using the same doi: see also: https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2466829;
17541,Evidence of Coal-Fly-Ash Toxic Chemical Geoengineering in the Troposphere: Consequences for Public Health,(BLS) Toxicology;(ENV) Environmental Sciences;(HSC) Public Health and Safety;,"Transdyne Corporation, 11044 Red Rock Drive, San Diego, CA 92131, USA;",International Journal of Environmental Research and Public Health,MDPI,United States,J Marvin Herndon,,Research Article;,9/2/2015 0:00,10.3390/ijerph120910941,26351092.0,8/11/2015 0:00,10.3390/ijerph120809375,26270671.0,Retraction,+Bias Issues or Lack of Balance;+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Investigation by Journal/Publisher;,No,
17482,Attractive names sustain increased vegetable intake in schools,(B/T) Business - Marketing;(BLS) Nutrition;,"Department of Applied Economics and Management at Cornell University, 15 Warren Hall, Ithaca, NY 14853-7801, USA; Department of Applied Economics and Management at Cornell University, 16 Warren Hall, Ithaca, NY 14853-7801, USA; New Mexico State University, College of Business, MSC 5280, PO Box 30001, Las Cruces, NM 88003-8001, USA; Half Hollow Hills High School East, 50 Vanderbilt Parkway, Dix Hills, NY 11746, USA;",Preventive Medicine,Elsevier,United States,Brian Wansink;David R Just;Collin R Payne,http://retractionwatch.com/?s=brian+wansink;http://retractionwatch.com/2018/02/06/caught-our-notice-brian-wansink-issues-correction-thats-longer-than-original-paper/;http://retractionwatch.com/2018/02/27/after-considerable-intellectual-agony-journal-retracts-wansink-paper/,Research Article;,2/26/2018 0:00,10.1016/j.ypmed.2012.07.012,29524989.0,7/27/2012 0:00,10.1016/j.ypmed.2012.07.012,22846502.0,Retraction,+Conflict of Interest;+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;+Upgrade/Update of Prior Notice;,No,
17470,Determination of silk fibroin secondary structure by terahertz time domain spectroscopy,(PHY) Crystallography/Spectroscopy;,"Key Laboratory of Advanced Textile Materials and Manufacturing Technology, Zhejiang Sci-Tech University, Hangzhou, China ; Ecological Engineering Research Center of Dyeing and Finishing Technology, Hangzhou, China;",Analytical Methods,Royal Society of Chemistry (RSC),China,Chao Yan;Bin Yang;Zhicheng Yu,http://retractionwatch.com/2014/10/28/authors-retract-two-spectroscopy-papers-when-follow-up-results-dont-match/,Research Article;,10/8/2014 0:00,10.1039/C4AY90080D,0.0,10/10/2013 0:00,10.1039/C3AY41358F,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
17468,Comparing Measurement Error Between Two Different Methods of Measurement of Various Magnitudes,(PHY) Statistics;,"Human Physiology Laboratory, Marywood University, Scranton, Pennsylvania and the Commonwealth Medical College, Scranton, Pennsylvania",Measurement in Physical Education and Exercise Science,Taylor and Francis,United States,Gerald S Zavorsky,http://retractionwatch.com/2014/10/13/how-meta-paper-on-errors-retracted-for-too-many-stupid-mistakes/,Research Article;,9/3/2014 0:00,10.1080/1091367X.2014.957094,0.0,10/29/2010 0:00,10.1080/1091367X.2010.519963,0.0,Retraction,+Error in Analyses;+Error in Text;,No,
17444,Fucosylated Chondroitin Sulfate from Sea Cucumber Apostichopus japonicus Retards Atherosclerosis in Apolipoprotein-E-Deficient Mice,(BLS) Biology - Cellular;(BLS) Genetics;,"Key Laboratory of Atherosclerosis in Universities of Shandong Province, Institute of Atherosclerosis, Taishan Medical University, Taian, Shandong 271000, China; Marine Chemical Research Institute, Qingdao, Shandong 266071, China;",Journal of Agricultural and Food Chemistry,American Chemical Society (ACS),China,Ying Zhang;Haihong Sun;Yuanyuan Song;Yanhong Si;Pengbo Hou;Nana Yang;Shoudong Guo,,Research Article;,2/16/2018 0:00,10.1021/acs.jafc.7b03479,28982245.0,10/5/2017 0:00,10.1021/acs.jafc.7b03479,28982245.0,Retraction,+Error in Analyses;+Error in Data;+Unreliable Results;,No,
17388,"Chromosome aberrations, micronucleus and sperm head abnormalities in mice treated with Delvocid, a food preservative",(BLS) Biology - Cellular;(BLS) Genetics;(BLS) Toxicology;,"Trakya University, Faculty of Sciences and Arts, Department of Biology, 22030 Edirne, Turkey",Food and Chemical Toxicology: an International Journal Published for the British Industrial Biological Research Association,Elsevier,Turkey,Pinar Goc Rasgele;Fisun Kaymak,,Research Article;,4/16/2010 0:00,10.1016/j.fct.2010.04.012,0.0,12/21/2009 0:00,10.1016/j.fct.2009.12.007,20026162.0,Retraction,+Copyright Claims;+Error in Analyses;+Objections by Third Party;,No,
17387,Asia’s glaciers are a regionally important buffer against drought,(ENV) Climatology;(ENV) Ecology;(ENV) Environmental Sciences;(ENV) Ground/Surface Water;(PHY) Hydrology;,"British Antarctic Survey, Madingley Road, Cambridge CB3 0ET, UK",Nature,Springer - Nature Publishing Group,United Kingdom,Hamish D Pritchard,http://retractionwatch.com/2017/09/27/nature-tags-glacier-paper-note-concern-due-data-mix/,Research Article;,2/14/2018 0:00,10.1038/nature25779,0.0,5/10/2017 0:00,10.1038/nature22062,28492255.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Investigation by Journal/Publisher;+Objections by Third Party;,No,see also https://embargowatch.wordpress.com/2018/02/14/retraction-watch-author-retracts-nature-paper-on-asias-glaciers-flagged-for-data-error/
17372,Numerical Simulation of Cracking Propagation of Asphalt Concrete Beam,(PHY) Engineering - Structural;,"School of Civil Engineering, Southwest Jiaotong University, Chengdu, China; Sichuan Expressway Construction & Development Corporation, Chengdu, China",Journal of Failure Analysis and Prevention,Springer,China,Xiaojing Zhang,,Research Article;,2/1/2018 0:00,10.1007/s11668-017-0307-2,0.0,9/13/2017 0:00,10.1007/s11668-017-0307-2,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
17363,Effect of Calcium and Silicate Application on Pathogenicity of Erwinia carotovora subsp carotovora in Zantedeschia spp,(BLS) Plant Biology/Botany;(BLS) Toxicology;,"National Institute of Horticultural & Herbal Science, Rural Development Administration, Suwon, Korea; Department of Horticultural Science, Kyungpook National University, Daegu, Korea; Department of Plant Science, Seoul National University, Seoul, Korea;","Horticulture, Environment, and Biotechnology",Springer,South Korea,Hae Rhong Cho;Hyang Young Joung;Ki-Byung Lim;Ki Sun Kim,,Research Article;,2/8/2018 0:00,10.1007/s13580-018-0016-0,0.0,9/8/2013 0:00,10.1007/s13580-013-0059-1,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,
17361,Straticyte demonstrates prognostic value over oral epithelial dysplasia grade for oral potentially malignant lesion assessment,(HSC) Medicine - Oncology;(HSC) Medicine - Otorhinolaryngology;(HSC) Public Health and Safety;,"Proteocyte Diagnostics Inc., MaRS Centre, South Tower, 101 College Street, Suite 200, Toronto, Ontario M5G 1L7, Canada; Alexa and Simona Shnaider Research Laboratory in Molecular Oncology, 600 University Avenue, Toronto, Ontario M5G 1X5, Canada; Otolaryngology-Head and Neck Surgery, Sonshine Family Centre for Head and Neck Diseases, 600 University Avenue, Toronto, Ontario M5G 1X5, Canada; Otolaryngology-Head and Neck Surgery, University of Toronto, 190 Elizabeth Street, Toronto, Ontario M5G 2C4, Canada; Medicine, Endocrine Division, Mount Sinai Hospital and University of Toronto, 1 Kings College Circle, Toronto, Ontario M5S 1A8, Canada; Laboratory Medicine and Pathobiology: Surgery, University of Toronto, 1 Kings College Circle, Toronto, Ontario M5S 1A8, Canada; Pathology and Laboratory Medicine, Mount Sinai Hospital, 600 University Avenue, Toronto, Ontario M5G 1X5, Canada; Oral Pathology/Oral Medicine, Faculty of Dentistry, University of Toronto, 124 Edward Street, Toronto, Ontario M5G 1G6, Canada;",Oral Oncology,Elsevier,Canada,Jason T K Hwang;Ying R Ru;Benjamin J Dickson;Mi Shen;Ranju Ralhan;Paul G Walfish;David Mock;Kenneth P H Pritzker,http://retractionwatch.com/2018/03/15/the-1-key-was-not-pressed-hard-enough-did-a-typo-kill-a-cancer-paper/,Research Article;,2/6/2018 0:00,10.1016/j.oraloncology.2017.12.019,29362120.0,6/29/2017 0:00,10.1016/j.oraloncology.2017.06.024,28797444.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Investigation by Journal/Publisher;+Objections by Third Party;,No,see also: https://www.sciencedirect.com/science/article/pii/S1368837518301143?via%3Dihub
17323,Protection of rats spinal cord ischemia-reperfusion injury by inhibition of MiR-497 on inflammation and apoptosis: Possible role in pediatrics,(BLS) Anatomy/Physiology;(BLS) Biology - Cellular;(BLS) Biology - Molecular;,"Department of Pediatric Surgery, Yishui Central Hospital, Linyi, Shandong 276400, China; Department of Hand and Foot Surgery, Yishui Central Hospital, Linyi, Shandong 276400, China;",Biomedicine & Pharmacotherapy,Elsevier,China,Meng Xu;Hai-Feng Wang;Ying-Ying Zhang;Hui-Wen Zhuang,,Research Article;,2/3/2018 0:00,10.1016/j.biopha.2018.01.092,29421863.0,4/25/2016 0:00,10.1016/j.biopha.2016.04.028,27261611.0,Retraction,+Error in Analyses;+Error in Data;+Error in Image;+Error in Results and/or Conclusions;+Error in Text;,No,
17322,Hacking on decoy-state quantum key distribution system with partial phase randomization,(PHY) Chemistry;(PHY) Physics;,"Department of Physics, National University of Defense Technology, Changsha 410073, P. R. China; State Key Laboratory of High Performance Computing, National University of Defense Technology, Changsha 410073, People's Republic of China;",Scientific Reports,Springer - Nature Publishing Group,China,Shi-Hai Sun;Mu-Sheng Jiang;Xiang-Chun Ma;Chun-Yan Li;Lin-Mei Liang,,Research Article;,2/9/2018 0:00,10.1038/srep46943,29424374.0,4/23/2014 0:00,10.1038/srep04759,24755767.0,Retraction,+Error in Analyses;+Error in Methods;,No,
17282,"High-concentration supplemental perioperative oxygen and surgical site infection following elective colorectal surgery for rectal cancer: A prospective, randomized, double-blind, controlled, single-site trial",(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Anesthesia/Anaesthesia;(HSC) Medicine - Oncology;(HSC) Medicine - Surgery;,"Department of Surgery, University of L’Aquila, L’Aquila, Italy",American Journal of Surgery,Elsevier,Italy,Mario Schietroma;Emanuela Marina Cecilia;Federico Sista;Francesco Carlei;Beatrice Pessia;Gianfranco Amicucci,,Clinical Study;,2/7/2018 0:00,10.1016/j.amjsurg.2018.01.069,29428157.0,6/18/2014 0:00,10.1016/j.amjsurg.2014.04.002,25060545.0,Retraction,+Concerns/Issues About Data;+Error in Analyses;+Error in Results and/or Conclusions;+Investigation by Journal/Publisher;,No,
17280,Mutations in mitochondrial cytochrome c oxidase genes segregate with late-onset Alzheimer disease,(BLS) Biology - Cellular;(BLS) Genetics;(BLS) Neuroscience;(HSC) Medicine - Neurology;,"MitoKor, 11494 Sorrento Valley Road, San Diego, CA 92121; Department of Neurosciences, University of California at San Diego, La Jolla, CA 92161; Department of Neurology, San Diego Veterans Affairs Medical Center, San Diego, CA 92161; Department of Neurology, Massachusetts General Hospital, Boston, MA 02114; Biology Division, University of Texas Medical Branch, Galveston, TX 77550; Department of Neurology and Pediatrics, School of Medicine, University of Virginia, Charlottesville, VA 22908",PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),United States,Robert E Davis;Scott Miller;Corinna Herrnstadt;Soumitra S Ghosh;Eoin Fahy;Leslie A Shinobu;Douglas Galesko;Leon J Thal;M Flint Beal;Neil Howell;W Davis Parker,,Research Article;,9/29/1998 0:00,10.1073/pnas.95.20.12069-b,16578857.0,4/29/1997 0:00,10.1073/pnas.94.9.4526,9114023.0,Retraction,+Contamination of Cell Lines/Tissues;+Error in Analyses;+Error in Results and/or Conclusions;,No,
17265,"Chemoselective Reactions of (E)-1,3-Dienes: Cobalt-Mediated Isomerization to (Z)-1,3-Dienes and Reactions with Ethylene",(PHY) Chemistry;,"Department of Chemistry and Biochemistry, The Ohio State University, Columbus, Ohio 43210, United States;",Journal of the American Chemical Society,American Chemical Society (ACS),United States,Yam N Timsina;Suovagya Biswas;T V RajanBabu,,Research Article;,2/7/2018 0:00,10.1021/jacs.7b08973,29409319.0,4/30/2014 0:00,10.1021/ja501979g,24712838.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
17258,Study of Defect-induced Ferromagnetism in Hydrogenated Anatase TiO2:Co,(PHY) Chemistry;(PHY) Physics;,"Department of Physics, University of Rajasthan, Jaipur 302004, India; Department of Physics, M L Sukhadia University, Udaipur 313 002, India; CBPF, Rua Dr. Xavier Sigaud 150, Urca, Rio de Janeiro 22290-180, Brazil; UGC-DAE CSR, University Campus, Indore 452001, India",Journal of Applied Physics,American Institute of Physics (AIP Publishing),Brazil;India,Rishi Kumar Singhal;Arvind Samariya;Sudhish Kumar;Ying T Xing;D C Jain;Satya Narayan Dolia;Uday Prabhakarrao Deshpande;Thoudinja Shripathi;Elisa B Saitovitch,http://retractionwatch.com/2014/08/15/enthusiastic-retraction-and-retracted-correction-mark-loss-of-researchers-fourth-and-fifth-papers/,Research Article;,8/1/2014 0:00,10.1063/1.4824175,0.0,6/1/2010 0:00,10.1063/1.3431396,0.0,Correction,+Error in Analyses;+Error in Data;+Updated to Retraction;,No,correction retracted with retraction of article: see: https://aip.scitation.org/doi/full/10.1063/1.4881076
17246,The Trend-Seasonal Normal in Time Series,(ENV) Climatology;,Yale University,Journal of the American Statistical Association,Taylor and Francis,United States,C H Whelden Jr,http://retractionwatch.com/2014/07/14/dipping-into-history-an-87-year-old-retraction-in-a-statistics-journal/,Review Article;,4/1/1927 0:00,unavailable,0.0,4/1/1926 0:00,unavailable,0.0,Retraction,+Error in Analyses;,No,
17234,"New distribution and elevation records for the snake Pseudelaphe flavirufa Cope, 1867 (Squamata: Colubridae) in Oaxaca, Mexico",(BLS) Zoology;,"The University of Texas at El Paso, Department of Biological Sciences. 79968. El Paso, TX, USA; 16010 S. W. 207th Avenue. 33187. Miami, FL, USA; Universidad Nacional Autónoma de México, Facultad de Estudios Superiores Iztacala, Laboratorio de Farmacobiología. 54090. Tlalnepantla, MEX, México; Universidad Autónoma del Estado de Hidalgo, Centro de Investigaciones Biológicas, A.P. 1-69 Plaza Juárez. 42001. Pachuca, HGO, México; Universidad del Mar, Campus Puerto Escondido, Instituto de Recursos, km. 2.5, Carretera Puerto Escondido – Sola de Vega. 71980. San Pedro Mixtepec OAX, México;",Check List,Pensoft,Mexico;United States,Vicente Mata-Silva;Larry David Wilson;Jerry D Johnson;Stephanye Mata-Gonzalez;Aurelio Ramirez-Bautista;Jesus Garcia-Grajales,http://retractionwatch.com/2014/06/19/snake-mistake-sinks-paper/,Research Article;,2/21/2014 0:00,10.15560/9.4.790,0.0,8/1/2013 0:00,10.15560/9.4.790,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
17213,High predictability of the winter Euro–Atlantic climate from cryospheric variability,(ENV) Climatology;,"LOCEAN/IPSL, Université Pierre et Marie Curie, Paris 75252, France;",Nature Geoscience,Springer - Nature Publishing Group,France,J Garcia-Serrano;C Frankignoul,http://retractionwatch.com/2014/04/21/faulty-model-forces-rapid-retraction-of-paper-on-sea-ice-and-climate-change/,Letter;Research Article;,4/20/2014 0:00,10.1038/ngeo2164,0.0,3/23/2014 0:00,10.1038/ngeo2118,0.0,Retraction,+Error in Analyses;+Error in Methods;,No,
17210,Attractive names sustain increased vegetable intake in schools,(B/T) Business - Marketing;(BLS) Nutrition;,"Department of Applied Economics and Management at Cornell University, 15 Warren Hall, Ithaca, NY 14853-7801, USA; Department of Applied Economics and Management at Cornell University, 16 Warren Hall, Ithaca, NY 14853-7801, USA; New Mexico State University, College of Business, MSC 5280, PO Box 30001, Las Cruces, NM 88003-8001, USA; Half Hollow Hills High School East, 50 Vanderbilt Parkway, Dix Hills, NY 11746, USA;",Preventive Medicine,Elsevier,United States,Brian Wansink;David R Just;Collin R Payne,http://retractionwatch.com/?s=brian+wansink;http://retractionwatch.com/2018/02/06/caught-our-notice-brian-wansink-issues-correction-thats-longer-than-original-paper/;http://retractionwatch.com/2018/02/27/after-considerable-intellectual-agony-journal-retracts-wansink-paper/,Research Article;,2/1/2018 0:00,10.1016/j.ypmed.2017.11.032,29395248.0,7/27/2012 0:00,10.1016/j.ypmed.2012.07.012,22846502.0,Correction,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,No,
17162,Molecular characterization of excipients’ preferential interactions with therapeutic monoclonal antibodies,(BLS) Biology - Cellular;(BLS) Biology - Molecular;,"Department of Chemical Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA; Protein Pharmaceutical Development, Biogen, Cambridge, MA, USA;",Journal of Pharmacy and Pharmacology,Wiley,United States,Jehoon Kim;Mark R H Krebs;Bernhardt L Trout,,Research Article;,1/16/2018 0:00,10.1111/jphp.12787,28776673.0,8/4/2017 0:00,10.1111/jphp.12787,28776673.0,Retraction,+Error in Analyses;+Error in Data;,No,
17144,Steady State Analytical Equation of Motion of Linear Shaped Charges Jet Based on the Modification of Birkhoff Theory,(PHY) Physics;,"Energetic Systems Research Group, Department of Mechanical Engineering, New Mexico Tech, Socorro, NM 87801, USA;",Applied Sciences,MDPI,United States,Seokbin Lim,http://retractionwatch.com/2013/12/30/simulation-slip-up-leads-to-retraction-of-explosives-paper/,Research Article;,12/17/2013 0:00,10.3390/app3040725,0.0,1/31/2012 0:00,10.3390/app2010035,0.0,Retraction,+Error in Analyses;+Error in Methods;,No,
17125,"Worsening of Pre-Existing Valvulopathy With A New Obesity Drug Lorcaserin, A Selective 5-Hydroxytryptamine 2C Receptor Agonist: A Meta-Analysis of Randomized Controlled Trials",(HSC) Biostatistics/Epidemiology;(HSC) Medicine - Cardiovascular;(HSC) Medicine - Pharmacology;(HSC) Medicine - Rehabilitation/Therapy;,"East Tennessee State University, Johnson City, TN, USA;",Journal of the American College of Cardiology (JACC),Elsevier,United States,Hernang B Panchal;Parthav Patel;Brijal Patel;Rakeshkumar Patel;Henry Philip,http://retractionwatch.com/2013/11/06/two-detailed-retraction-notices-correct-the-cardiology-record/,Meta-Analysis;,11/4/2013 0:00,10.1016/j.jacc.2013.10.003,0.0,3/7/2013 0:00,10.1016/S0735-1097(13)61542-9,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,No,
17101,"Health Risk Assessment of Pesticide Residues via Dietary Intake of Market Vegetables from Dhaka, Banglades",(BLS) Nutrition;(BLS) Toxicology;(HSC) Public Health and Safety;,"Department of Environmental Sciences, Jahangirnagar University, Dhaka 1342, Bangladesh; Department of Applied Nutrition and Food Technology, Islamic University, Kushtia 7703, Bangladesh; Department of Public Health and Informatics, Jahangirnagar University, Dhaka 1342, Bangladesh; Department of Chemistry, University of Dhaka, Dhaka 1000, Bangladesh; School of Environmental Systems Engineering, University of Western Australia, 35 Stirling Highway, Crawley, WA 6009, Australia; Department of Environmental Science, Z. H. Sikder University of Science & Technology, Bhedergonj, Shariatpur 8024, Bangladesh;",Foods,MDPI,Australia;Bangladesh,Shakhaoat Hossain;Alamgir Hossain;Abdur Rahman;Mainul Islam;Atiqur Rahman,http://retractionwatch.com/2013/08/21/pesticide-paper-retracted-for-major-errors/,Research Article;,7/31/2013 0:00,10.3390/foods2030350,28239120.0,2/21/2013 0:00,10.3390/foods2010064,28239097.0,Retraction,+Error in Analyses;+Error in Data;,No,
17085,"Diversity of ants across an altitudinal gradient inand outside a spruce forest in the Harz Mountains, Germany",(BLS) Zoology;(HSC) Biostatistics/Epidemiology;,"Universit¨at Bonn, Steinmann Institut f¨ur Geologie, Mineralogie und Pal¨aontologie Nussallee 8, 53115 Bonn, Germany; Enalia PhysisEnvironemntal Research Center, Acropoleos 2, Aglantzia 2101, Nicosia, Cyprus; Inset´ario G.W.G. de Moraes, Instituto de CiˆenciasAgr´arias, Universidade Federal de Minas Gerais, Montes Claros, Brazil; Georg-August-University G¨ottingen, DNPW, Agroecology,Grisebachstrasse 6, D-37077 G¨ottingen, Germany;",Insect Science,Wiley,Brazil;Cyprus;Germany,Marc Srour;Germano Leao Demolin Leite;Torsten Wappler;Teja Tschamtke;Christoph Scherber,http://retractionwatch.com/2013/07/10/ants-in-the-past-journal-pulls-insect-global-warming-paper-after-questions-arise-over-results/,Research Article;,12/1/2012 0:00,10.1111/j.1744-7917.2012.01521.x,0.0,8/2/2012 0:00,10.1111/j.1744-7917.2012.01521.x,0.0,Retraction,+Error in Analyses;+Error in Data;,No,
17077,Defective heart development in hypomorphic LSD1 mice,(BLS) Biology - Cellular;(BLS) Genetics;(HSC) Medicine - Cardiology;,"Developmental and Molecular Pathways, Novartis Institutes for BioMedical Research, Cambridge, MA 02139, USA; Epigenetics Program, Novartis Institutes for BioMedical Research, Cambridge, MA 02139, USA; Department of Biochemistry, Emory University, Atlanta, GA 30322, USA;",Cell Research,Springer - Nature Publishing Group,United States,Thomas B Nicholson;Hui Su;Sarah Hevi;Jing Wang;Jeff Bajko;Mei Li;Reginald Valdez;Joseph Loureiro;Xiaodong Cheng;En Li;Bernd Kinzel;Mark Labow;Taiping Chen,,Research Article;,4/10/2012 0:00,10.1038/cr.2012.60,22491473.0,12/6/2011 0:00,10.1038/cr.2011.194,22143567.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
17075,Resilience Enhancing Characteristics of Land Eviction-Displaced Communities in Uganda’s Oil Exploration Areas,(ENV) Environmental Sciences;(PHY) Energy;(SOC) Sociology;,"Department of Land Resource Management and Agricultural Technology, University of Nairobi, Nairobi, Kenya; 2Department of Plant Sciences (IPV), Norwegian University of Life Sciences, Ås, Norway; 3Department of Agronomy & Horticulture, 279 Plant Science, University of Nebraska, Lincoln, NE, USA;",Open Journal of Applied Sciences (OJAppS),Scientific Research Publishing (SCIRP),Kenya;Norway;United States,Joseph Ssekandi;Mburu John;Wasonga Oliver;Laban Macopiyo;Charles Francis,,Research Article;,1/24/2018 0:00,10.4236/ojapps.2017.79033,0.0,9/1/2017 0:00,10.4236/ojapps.2017.79033,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,
17065,Can 3DTV Create Immersive Environments,(B/T) Computer Science;,"Department of Interaction Science, Sungkyunkwan University , Seoul , Korea; Department of Journalism and Mass Communication, Sungkyunkwan University , Seoul , Korea;",International Journal of Human–Computer Interaction,Taylor and Francis,South Korea,Dong-Hee Shin;Seon-Gi Baek,http://retractionwatch.com/2013/06/14/four-papers-about-gaming-and-virtual-worlds-become-more-virtual-and-less-reality-as-theyre-retracted/,Research Article;,5/8/2013 0:00,10.1080/10447318.2013.795771,0.0,6/9/2011 0:00,10.1080/10447318.2011.586307,0.0,Retraction,+Error in Analyses;+Error in Data;,No,
17044,"Physical Discipline Use and Child Behavior Problems in Low-Income, High-Risk African American Families",(SOC) Sociology;,"University of Maryland, College Park;",Early Education and Development,Taylor and Francis,United States,T’Pring R Westbrook;Brenda Jones Harden;Allison Holmes;Allison D Meisch;Jessica Vick Whittaker,http://retractionwatch.com/2013/04/08/editor-on-retraction-details-i-do-not-think-this-is-the-business-of-anyone-but-our-journal-please/,Research Article;,1/1/2013 0:00,10.1080/10409289.2013.767665,0.0,10/5/2012 0:00,10.1080/10409289.2011.607358,0.0,Retraction,+Error in Analyses;+Error in Data;,No,
17019,The efficiency and safety of tranexamic acid for reducing blood loss in open myomectomy: A meta-analysis of randomized controlled trials,(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Pharmacology;(HSC) Medicine - Surgery;,"Department of Neurology, The Second Hospital of Dalian Medical University, Liaoning, China; Department of Gynaecology and Obstetrics, The Second Hospital of Dalian Medical University, Liaoning, China;",Medicine,Wolters Kluwer,China,Dongdong Wang;Lixia Wang;Yifei Wang;Xinyan Lin,,Meta-Analysis;,1/21/2018 0:00,10.1097/MD.0000000000009793,29369226.0,6/1/2017 0:00,10.1097/MD.0000000000007072,28591045.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,
16982,In-Flight Analysis of Particles in Plasma Spraying,(PHY) Engineering - Chemical;(PHY) Materials Science;(PHY) Physics;,"College of Electrochemical Engineering, Southwest Petroleum University, Chengdu 610500, China;",High Temperature Materials and Processes,De Gruyter,China,Yong Zhang;Zhi-jiu Ai;Yan Wu,,Research Article;,10/10/2015 0:00,10.1515/htmp-2015-0850,0.0,9/15/2015 0:00,10.1515/htmp-2015-0053,0.0,Retraction,+Error in Analyses;+Error in Data;,No,
16939,Romance of Leadership in the Public Sector Higher Education in Sri Lanka,(B/T) Business - Management;(SOC) Education;,"Department of Marketing, Faculty of Management and Finance, University of Ruhuna, Matara, Sri Lanka;",International Journal of Public Administration,Taylor and Francis,Sri Lanka,Chamil Rathnayake,http://retractionwatch.com/2013/01/11/does-the-computer-ate-my-homework-explain-retraction-of-higher-ed-paper/,Research Article;,1/4/2013 0:00,10.1080/01900692.2013.755394,0.0,5/26/2010 0:00,10.1080/01900691003703761,0.0,Retraction,+Error in Analyses;,No,
16933,Methane Emissions From the Marcellus Shale in Southwestern Pennsylvania and Northern West Virginia Based on Airborne Measurements,(ENV) Climate Change;(ENV) Climatology;(PHY) Energy;,"Department of Atmospheric and Oceanic Science, University of Maryland, College Park, Maryland, USA Air Resources Laboratory, National Oceanic and Atmospheric Administration, College Park, Maryland, USA Department of Chemical and Biomolecular Engineering, University of Maryland, College Park, Maryland, USA Department of Chemistry and Biochemistry, University of Maryland, College Park, Maryland, USA; Department of Computer Science, University of Maryland, College Park, Maryland, USA; Earth System Science Interdisciplinary Center, University of Maryland, College Park, Maryland, USA;",Journal of Geophysical Research: Atmospheres,Wiley,United States,Xinrong Ren;Dolly L Hall;Timothy Vinciguerra;Sarah E Benish;Phillip R Stratton;Doyeon Ahn;Jonathan R Hansford;Mark D Cohen;Sayantan Sahu;Hao He;Courthey Grimes;Ross J Salawitch;Sheryl H Ehrman;Russell R Diskerson,http://retractionwatch.com/2018/01/22/fracking-paper-overstated-size-methane-leak-marcellus-shale-earning-retraction/,Research Article;,1/22/2018 0:00,10.1002/jgrd.54397,0.0,4/20/2017 0:00,10.1002/2016JD026070,28603681.0,Retraction,+Error in Analyses;+Error in Data;,No,
