Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes
16928,Oscillation of integro-dynamic equations on time scales,(PHY) Mathematics;,"Department of Engineering Mathematics, Faculty of Engineering, Cairo University, Orman, Giza 12221, Egypt; Department of Mathematics, University of Tennessee at Chattanooga, Chattanooga, TN 37403, USA;",Applied Mathematics Letters,Elsevier,Egypt;United States,Said R Grace;John R Graef,http://retractionwatch.com/2012/12/05/math-paper-retracted-because-some-of-it-makes-no-sense-mathematically/,Research Article;,11/19/2012 0:00,10.1016/j.aml.2012.11.001,0.0,6/26/2012 0:00,10.1016/j.aml.2012.06.018,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;+Retract and Replace;,No,
16927,For the origin of new geometry,(PHY) Mathematics;,"2/394, Kanjampatti P.O., Pollachi Via, Tamil Nadu 642003, India;",Applied Mathematics Letters,Elsevier,India,S Kalimuthu,http://retractionwatch.com/2012/12/05/math-paper-retracted-because-some-of-it-makes-no-sense-mathematically/,Research Article;,12/4/2012 0:00,10.1016/j.aml.2012.11.004,0.0,8/7/2010 0:00,10.1016/j.aml.2010.08.006,0.0,Retraction,+Error in Analyses;+Error in Cell Lines/Tissues;+Error in Results and/or Conclusions;,No,
16916,Thermal degradation and flame retardance of epoxy resins containing a microencapsulated flame retardant,(BLS) Toxicology;(PHY) Chemistry;(PHY) Materials Science;,"Institut National de la Santé et de la Recherche Médicale U583, Institut des Neurosciences de Montpellier, 34095 Montpellier, France;",Journal of Vinyl & Additive Technology,Wiley,France,Ming Gao;Weihong Wu;Fachao Wu,http://retractionwatch.com/2012/11/15/retraction-is-final-destination-for-epoxy-paper-marred-by-pervasive-misattribution-of-data/,Research Article;,10/30/2012 0:00,10.1002/vnl.21341,0.0,2/2/2012 0:00,10.1002/vnl.20301,0.0,Retraction,+Error in Analyses;+Error in Data;+Error in Results and/or Conclusions;,No,
16907,Polarization-entangled photons produced with high-symmetry site-controlled quantum dots,(PHY) Chemistry;(PHY) Physics;(PHY) Astrophysics;,"Ecole Polytechnique Fédérale de Lausanne, Laboratory of Physics of Nanostructures, CH-1015 Lausanne, Switzerland; ETH Zürich, Institute for Quantum Electronics, Wolfgang-Pauli-Strasse 16, 8093 Zürich, Switzerland;",Nature Photonics,Springer - Nature Publishing Group,Switzerland,Arun Mohan;Marco Felici;Pascal Gallo;Benjamin Dwir;Alok Rudra;Jerome Faist;Eli Kapon,http://retractionwatch.com/2012/10/22/major-errors-lead-to-retraction-of-nature-photonics-paper-on-quantum-dots/,Letter;Research Article;,10/16/2012 0:00,10.1038/nphoton.2012.274,0.0,3/7/2010 0:00,10.1038/nphoton.2010.2,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16903,Chewing during chronic stress ameliorates stress-induced suppression of neurogenesis in the hippocampal dentate gyrus in aged SAMP8 mice,(BLS) Biochemistry;(BLS) Neuroscience;,"Seijoh University Graduate School of Health Care Studies, 2-172 Fukinodai, Tokai, Aichi 476-8588, Japan; Prosthodontics, Asahi University School of Dentistry, 1851 Hozumi, Mizuho, Gifu 501-0296, Japan; Departments of Craniofacial Growth and Development Dentistry, Kanagawa Dental College, 82 Inaoka-cho, Yokosuka, Kanagawa 238-8580, Japan; Human Biology, Kanagawa Dental College, 82 Inaoka-cho, Yokosuka, Kanagawa 238-8580, Japan; Department of Electronics and Bioinformatics, School of Science and Engineering, Meiji University, 1-1-1 Higashi-Mita, Tama-ku, Kawasaki, Kanagawa 214-8571, Japan; Nittai Jusei Medical College for Judo Therapeutics, 2-2-7 Yoga, Setagaya-ku, Tokyo 158-0097, Japan; Department of Anatomy, Gifu University Graduate School of Medicine, 1-1 Yanaido, Gifu 501-1193, Japan;",Neuroscience Letters,Elsevier,Japan,Kin-ya Kubo;Ichiro Nagao;Daisuke Mori;Shuu Fujiwara;Kenichi Sasaguri;Toshiharu Yamamoto;Yumie Ono;Minoru Onozuka;Huayue Chen,http://retractionwatch.com/2012/09/20/slew-of-retractions-appears-in-neuroscience-letters/,Research Article;,6/28/2012 0:00,10.1016/j.neulet.2012.06.057,22750151.0,6/28/2012 0:00,10.1016/j.neulet.2012.06.057,22750151.0,Retraction,+Date of Retraction/Other Unknown;+Error in Analyses;+Notice - Limited or No Information;,No,"date of retraction unknown, html page overwrite;"
16897,"Isolation and characterization of 26 polymorphic microsatellite loci in golden mahseer, Tor putitora (Teleostei, Cyprinidae) and their cross-species amplification in four related species",(BLS) Genetics;(BLS) Zoology;,"National Bureau of Fish Genetic Resources, Lucknow, India; Awadhesh Pratap Singh University, Rewa, India;",Conservation Genetics Resources,Springer,India,Dhirendra P Singh;Wazir S Lakra;Mukunda Goswami;A Gopalakrishnan;U K Chuahan,,Research Article;,5/7/2011 0:00,10.1007/s12686-011-9444-1,0.0,9/19/2010 0:00,10.1007/s12686-010-9309-z,0.0,Retraction,+Concerns/Issues About Authorship/Affiliation;+Error in Analyses;+Error in Data;+Investigation by Company/Institution;+Investigation by Journal/Publisher;+Investigation by Third Party;+Objections by Third Party;,No,
16890,Virulent Diuraphis noxia Aphids Over-Express Calcium Signaling Proteins to Overcome Defenses of Aphid-Resistant Wheat Plants,(BLS) Genetics;(BLS) Plant Biology/Botany;,"International Centre for Genetic Engineering and Biotechnology, New Delhi 110067, India; Department of Entomology, Kansas State University, Manhattan, Kansas 66506–4004, United States of America;",PLoS One,PLoS,India;United States,Deepak K Sinha;Predeesh Chandran;Alicia E Timm;Lina Aguirre-Rojas;C Michael Smith,http://retractionwatch.com/2018/01/25/caught-notice-oops-wrong-species/,Research Article;,1/18/2017 0:00,10.1371/journal.pone.0191678,29346432.0,1/27/2016 0:00,10.1371/journal.pone.0146809,26815857.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16878,Three-dimensional study of the six-body bound-state for the case of effective three-body configuration model,(PHY) Physics;,"Physics Department, Shahrood University of Technology, P.O. Box 3619995161-316, Shahrood, Iran;",International Journal of Modern Physics E,World Scientific Publishing Company,Iran,E Ahmadi Pouya;Ali Akbar Rajabi,,Research Article;,12/29/2017 0:00,10.1142/S0218301317930016,0.0,9/2/2016 0:00,10.1142/S0218301316500725,0.0,Retraction,+Error in Analyses;+Error in Data;,No,
16862,"Vitamin C and asthma in children: modification of the effect by age, exposure to dampness and the severity of asthma",(BLS) Toxicology;(HSC) Medicine - Pediatrics;(HSC) Medicine - Pulmonology;,"Department of Public Health, University of Helsinki, Helsinki, Finland; Department of Paediatrics, Faculty of Medicine, Tanta University, Tanta, Gharbia Governorate, Egypt;",Clinical and Translational Allergy,BioMed Central (BMC),Egypt;Finland,Harri Hemila;Mohammed al Biltagi;Ahmed Abdul Baset,http://retractionwatch.com/2012/03/22/paper-linking-vitamin-c-and-reduced-asthma-retracted-after-authors-find-severe-problems-with-data/,Clinical Study;,3/16/2012 0:00,10.1186/2045-7022-2-6,22423606.0,8/25/2011 0:00,10.1186/2045-7022-1-9,22409829.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Original Data not Provided;,No,
16852,Simple versus branched pedal bypass in the treatment of critical limb ischemia,(HSC) Medicine - Cardiovascular;(HSC) Medicine - Surgery;,"Department of Cardiovascular Surgery, First Faculty of Medicine, Charles University in Prague, Prague, Czech Republic; Department of Radiology, First Faculty of Medicine, Charles University in Prague, Prague, Czech Republic; Fourth Department of Medicine, First Faculty of Medicine, Charles University in Prague, Prague, Czech Republic;",Vascular,SAGE Publications,Czech Republic,Tomas Grus;David Grus;Lukas Lambert;Gabriela Grusova;Vilem Rohn;Petr Mitas,,Research Article;,12/1/2016 0:00,10.1177/1708538115609454,0.0,10/5/2015 0:00,10.1177/1708538115609454,26438612.0,Retraction,+Error in Analyses;+Error in Data;,No,
16794,"Serum Zinc and Adiponectin Levels in Patients with Polycystic Ovary Syndrome, Adjusted for Anthropometric, Biochemical, Dietary Intake, and Physical Activity Measures",(BLS) Biochemistry;(BLS) Nutrition;(HSC) Medicine - Obstetrics/Gynecology;,"Department of Biochemistry and Nutrition, School of Medicine, Zanjan University of Medical Sciences, Zanjan, Iran; Department of Internal Medicine, Metabolic Disease Research Center, Vali-e-Asr Hospital, Zanjan University of Medical Sciences, Zanjan, Iran; Department of Obstetrics and Gynecology, Vali-e-Asr Hospital, Zanjan University of Medical Sciences, Zanjan, Iran; Department of Food Safety and Hygiene, Faculty of Health, Zanjan, University of Medical Sciences, Zanjan, Iran; Department of Midwifery, School of Nursing and Midwifery, Zanjan, University of Medical Sciences, Zanjan, Iran;",Biological Trace Element Research,Springer,Iran,Sahar Mazloomi;Narges Alizadeh;Majid Aminzare;Soudabeh Niroomand;Seyedeh Neda Mousavi,,Clinical Study;,1/15/2018 0:00,unavailable,0.0,2/3/2017 0:00,10.1007/s12011-017-0951-0,28160242.0,Retraction,+Author Unresponsive;+Concerns/Issues About Data;+Error in Analyses;+Unreliable Results;,No,
16784,Superconductivity at 45 k in rb/tl codoped c60 and c60/c70 mixtures,(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;(PHY) Physics;,"Allied-Signal Inc., Research and Technology, Morristown, NJ 07962; Department of Chemistry, Arizona State University, Tempe, AZ 85287; Morris Research Inc., Berkeley, CA 94704;",Science,American Association for the Advancement of Science (AAAS),United States,Zafar Iqbal;Ray H Baughman;B L Ramakrishna;Sandeep Khare;N Sanjeea Murthy;Hans J Bornemann;Donald E Morris,,Research Article;,5/15/1992 0:00,10.1126/science.256.5059.950-a,17794983.0,11/8/1991 0:00,10.1126/science.254.5033.826,17787170.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16783,Epitaxial Growth of Diamond Films on Si(111) at Room Temperature by Mass-Selected Low-Energy C+ Beams,(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"Department of Physics, University of Houston, Houston, Texas 77204-5504; Department of Chemistry, University of Houston, Houston, Texas 77204-5641; Soreq Nuclear Research Center, Yavne 70600, Israel;",Science,American Association for the Advancement of Science (AAAS),Israel;United States,J L Robertson;S C Moss;Y Lifshitz;S R Kasi;J W Rabalais;G D Lempert;E Rapoport,,Research Article;,6/2/1989 0:00,10.1126/science.244.4908.1029-b,17741028.0,2/24/1989 0:00,10.1126/science.243.4894.1047,17734807.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16782,Structure of the 8200-year cold event revealed by a speleothem trace element record,(ENV) Climatology;(PHY) Chemistry;(PHY) Crystallography/Spectroscopy;,"Department of Geology, University College Dublin, Belfield, Dublin 4, Ireland; 2 School of Earth Sciences and Geography, Keele University, Staffordshire ST5 5BG, UK;",Science,American Association for the Advancement of Science (AAAS),Ireland;United Kingdom,James U L Baldini;Frank McDermott;Ian J Fairchild,,Research Article;,8/10/2007 0:00,10.1126/science.317.5839.748b,17690274.0,6/21/2002 0:00,10.1126/science.1071776,12077412.0,Correction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16770,Impaired cardiovascular autonomic function in Parkinson's disease with visual hallucinations,(HSC) Medicine - Cardiology;(HSC) Medicine - Neurology;,"Department of Neurology, Jikei University School of Medicine, Tokyo, Japan; Department of Neurology, Aoto Hospital, Jikei University School of Medicine, Tokyo, Japan; Department of Neurology, Fuji Civilian Central Hospital, Shizuoka, Japan; Department of Neurology, Third Hospital, Jikei University School of Medicine, Tokyo, Japan; Division of Clinical Research and Development, Jikei University School of Medicine, Tokyo, Japan;",Movement Disorders,Wiley,Japan,Hisayoshi Oka;Masayuki Yoshioka;Kenji Onouchi;Masayo Morita;Soichiro Mochio;Masahiko Suzuki;Toshiaki Hirai;Mitsuyoshi Urashima;Kiyoharu Inoue,http://retractionwatch.com/2011/09/23/the-goldilocks-retraction-revealing-differences-in-how-several-neurology-journals-handled-related-problems/,Research Article;,10/29/2008 0:00,10.1002/mds.22148,17516497.0,5/21/2007 0:00,10.1002/mds.21581,17516497.0,Retraction,+Error in Analyses;+Error in Data;+Investigation by Company/Institution;,No,
16703,Solar photothermochemical alkane reverse combustion,(PHY) Chemistry;(PHY) Energy;,"Department of Chemistry and Biochemistry, University of Texas at Arlington, Arlington TX 76019; Department of Mechanical and Aerospace Engineering, University of Texas at Arlington, Arlington TX 76019;",PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),United States,Wilaiwan Chanmanee;Mohammad Fakrul Islam;Brian H Dennis;Frederick M MacDonnell,http://retractionwatch.com/2018/01/05/thought-solve-worlds-energy-problems-realized-wrong/,Research Article;,1/3/2018 0:00,10.1073/pnas.1721878115,29311292.0,3/8/2016 0:00,10.1073/pnas.1516945113,26903631.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16702,Transition-Metal-Free C-CN/C-H Cross-Coupling: Effect of Cyano Group,(PHY) Chemistry;,"College of Chemistry, Nanchang University, 999 Xuefu Avenue, Nanchang 330031, P. R. China; College of Food Science and Technology, Henan University of Technology, Lianhua Street, Zhengzhou 450001, P. R. China;",Organic Letters,American Chemical Society (ACS),China,Aizhen Wu;Quan Chen;Wei Liu;Lijun You;Yifan Fu;Hua Zhang,,Research Article;,11/30/2017 0:00,10.1021/acs.orglett.7b02473,28892397.0,9/11/2017 0:00,10.1021/acs.orglett.7b02473,28892397.0,Retraction,+Error in Analyses;+Results Not Reproducible;,No,
16697,Comparison of the Mini-Midvastus With the Mini-Medial Parapatellar Approach in Primary TKA,(HSC) Medicine - Orthopedics;(HSC) Medicine - Rehabilitation/Therapy;(HSC) Medicine - Surgery;,"Department of Orthopedic Surgery, First Affiliated Hospital of Suzhou University, Suzhou, China",Orthopedics,Hastings Center,China,Xi gong Li;Tian si Tang;Zhong lai Qian;Li xin Huang;Wen ming Pan;Ruo fu Zhu,http://retractionwatch.com/2011/02/22/tko-for-knee-replacement-paper-but-notice-raises-more-questions-than-it-answers/,Clinical Study;,2/1/2011 0:00,10.3928/01477447-20101221-01,21323223.0,10/11/2010 0:00,10.3928/01477447-20100826-04,20954671.0,Retraction,+Error in Analyses;+Error in Data;+Error in Methods;+Error in Results and/or Conclusions;,No,
16693,Designing a randomized clinical trial to evaluate personalized medicine: a new approach based on risk prediction,(HSC) Biostatistics/Epidemiology;(HSC) Medicine - General;(HSC) Public Health and Safety;,"Biometry Research Group, Division of Cancer Prevention, National Cancer Institute, Bethesda, MD; Division of Biomedical Statistics and Informatics, Mayo Clinic, Rochester, MN;",Journal of the National Cancer Institute,Oxford Academic,United States,Stuart G Baker;Daniel J Sargent,http://retractionwatch.com/2011/01/19/a-lightning-fast-jnci-retraction-shows-how-science-should-work/,Research Article;,1/12/2011 0:00,10.1093/jnci/djq553,0.0,1/10/2010 0:00,10.1093/jnci/djq427,21044964.0,Retraction,+Doing the Right Thing;+Error in Analyses;,No,see also : https://academic.oup.com/jnci/article/103/5/445/905180
16672,Quasi-Graphic Matroids,(PHY) Materials Science;(PHY) Mathematics;,"Department of Combinatorics and Optimization, University of Waterloo, Waterloo, Canada; Centrum Wiskunde and Informatica, Amsterdam, The Netherlands; School of Mathematics, Statistics and Operations Research, Victoria University of Wellington, New Zealand;",Journal of Graph Theory,Wiley,Canada;Netherlands;New Zealand,Jim Geelen;Bert Gerards;Geoff Whittle,,Research Article;,12/12/2017 0:00,10.1002/jgt.22143,0.0,3/8/2017 0:00,10.1002/jgt.22177,0.0,Retraction,+Error in Analyses;+Retract and Replace;,No,
16635,Patient Education After CABG: Are We Teaching the Wrong Information,(HSC) Medicine - Cardiology;(HSC) Medicine - Cardiovascular;(HSC) Medicine - Surgery;(SOC) Education;,"Dept of Anesthesiology, Wake Forest Univ Sch of Medicine, Winston-Salem, NC;",Circulation,American Heart Association,United States,Corey Bradley;Madelyn Burkart;Ravi Agarwala,http://retractionwatch.com/2017/12/25/caught-notice-using-research-tool-youd-better-ask-first/;https://retractionwatch.com/?s=%22MMAS+%22,Conference Abstract/Paper;,12/18/2017 0:00,10.1161/CIR.0000000000000519,0.0,11/11/2016 0:00,unavailable,0.0,Retraction,+Copyright Claims;+Error in Analyses;,Yes,
16633,Long-term aggregation of larval fish siblings during dispersal along an open coast,(BLS) Zoology;(ENV) Ecology;,"Hatfield Marine Science Center, Oregon State University, Newport, OR 97365; Department of Integrative Biology, Oregon State University, Corvallis, OR 97331; Department of Fisheries and Wildlife, Oregon State University, Corvallis, OR 97331; Marine Reserves Program, Oregon Department of Fish and Wildlife, Newport, OR 97365;",PNAS: Proceedings of the National Academy of Sciences of the United States of America,National Academy of Sciences (NAS),United States,Daniel Ottmann;Kirsten Grorud-Colvert;Nicholas M Sard;Brittany E Huntington;Michael A Banks;Su Sponaugle,http://retractionwatch.com/2017/12/21/pnas-retraction-weakens-theory-fish-travel-siblings/,Research Article;,12/18/2017 0:00,10.1073/pnas.1720656115,29255030.0,11/21/2016 0:00,10.1073/pnas.1613440113,27872302.0,Retraction,+Error in Analyses;,No,
16629,"Middle Miocene to Early Pliocene Contraction in the Chos Malal Fold-and-Thrust Belt (Neuquén Basin, Argentina): Insights from Structural Analysis and Apatite Fission-Tracks Thermochronology",(BLS) Paleontology;(PHY) Geology;,"Instituto Geológico del Sur, CONICET, Departamento de Geología, Universidad Nacional del Sur, Bahía Blanca, Argentina; Department of Earth Sciences, Dalhousie University, Halifax, Nova Scotia, Canada;",Tectonics,Wiley,Argentina;Canada,Natalia Sanchez;Isabelle Coutand;Martin Turienzo;Fernando Lebinson;Vanesa Araujo;Luis Dimieri,,Research Article;,12/15/2017 0:00,10.1002/tect.20689,0.0,10/14/2017 0:00,10.1002/2017TC004516,0.0,Retraction,+Error in Analyses;,No,
16626,Rural-urban differentials in the rates and factors associated with post-neonatal mortality in Nigeria: Evidence from the 2013 national household survey,(HSC) Medicine - Obstetrics/Gynecology;(HSC) Medicine - Pediatrics;(HSC) Public Health and Safety;,"Department of Epidemiology and Biostatistics, Curtin University, Bentley, Perth, Australia; Federal Ministry of Defense, 2 Division Hospital, Ibadan, Oyo State, Nigeria; Health and Social Relief Initiative, Ilorin, Kwara State, Nigeria; Nigeria Field Epidemiology Training Program, Abuja, Nigeria; Mashiah Foundation Hospital, Jos, Plateau State, Nigeria;",Pediatrics International: Official Journal of the Japan Pediatric Society,Wiley,Australia;Nigeria,Emmanuel Olorunleke Adewuyi;Samuel John Adama;Kazeem Adefemi;Olufemi Abayomi Akintunde;Lydia Babatunde Bulndi,,Research Article;,11/29/2017 0:00,10.1111/PED.13380,29419962.0,7/6/2017 0:00,10.1111/PED.13380,28745809.0,Retraction,+Error in Analyses;+Removed;,No,
16561,Some comments concerning cyclic type contractions,(PHY) Mathematics;,"Department of Mathematics, Indiana University, Bloomington, IN 47405-7106, United States;",Applied Mathematics and Computation,Elsevier,United States,B E Rhoades,,Research Article;,5/1/2014 0:00,10.1016/j.amc.2014.05.019,0.0,3/3/2014 0:00,10.1016/j.amc.2014.01.156,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;+Objections by Third Party;,No,Notice republished in 2018: https://www.sciencedirect.com/science/article/pii/S009630031830818X; https://doi.org/10.1016/j.amc.2018.09.040;
16559,Impact of anthropogenic disturbance on the density and activity pattern of deer evaluated with respect to spatial scale-dependency,(BLS) Anthropology;(BLS) Zoology;(ENV) Ecology;,"Wakayama Experimental Forest, Hokkaido University, Japan; Research Institute of Environment, Agriculture and Fisheries, Osaka Prefecture, Japan; Center for Natural Environment Education, Nara University of Education, Japan; Hirai 343-1, Kozagawa, Wakayama 649-4563, Japan;",Mammalian Biology - Zeitschrift für Säugetierkunde,Elsevier,Japan,Naoki Agetsuma;Ryosuke Koda;Riyou Tsujino;Yoshimi Agetsuma-Yanagihara,,Research Article;,9/21/2014 0:00,10.1016/j.mambio.2014.09.001,0.0,6/21/2013 0:00,10.1016/j.mambio.2013.05.002,0.0,Retraction,+Error in Analyses;+Error in Results and/or Conclusions;,No,
16520,The TSG101 Tumor Susceptibility Gene Is Located in Chromosome 11 Band p15 and Is Mutated in Human Breast Cancer,(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Biology - Molecular;(BLS) Genetics;,"Department of Genetics, Stanford University School of Medicine, Stanford, California 94305–5120, USA; Howard Hughes Medical Institute, Stanford University School of Medicine, Stanford, California 94305–5120, USA;",Cell,Elsevier - Cell Press,United States,Limin Li;Uta Franckea;Stanley N Cohen,,Research Article;,5/15/1998 0:00,10.1016/S0092-8674(00)89342-3,9867424.0,1/10/1997 0:00,10.1016/S0092-8674(00)81866-8,9019400.0,Retraction,+Error in Analyses;+Error in Data;+Results Not Reproducible;,No,
16513,Uptake and excretion of cobalt in the crustacean Portunus trituberculatus,(BLS) Toxicology;(BLS) Zoology;(ENV) Environmental Sciences;(ENV) Ground/Surface Water;,"Research Institute for Advanced Science and Technology, University of Osaka Prefecture, 1 2 Gakuen-cho, Sakai-shi 593, Japan; Osaka Prefectural Fisheries Experimental Station, 2926-1 Tanigawa, Tanagawa, Misaki-cho, Sennan-gun, Osaka-fu 599-03, Japan;",Nuclear Instruments and Methods in Physics Research Section B,Elsevier,Japan,Yatsuka Matsuda;Tadashi Katayama;Shunji Kiyoda;Toshio Ishiyama;T Asano;Yasushi Hosokawa;Hirokazu Toratani;Hiroyuki Ariyama,,Research Article;,9/22/1999 0:00,10.1016/0168-583X(95)00853-5,0.0,1/1/1996 0:00,10.1016/0168-583X(95)00853-5,0.0,Retraction,+Error in Analyses;+Error in Data;,No,
16486,Terahertz emission from two air-plasmas produced by two-color femtosecond laser pulses,(PHY) Physics;(PHY) Astrophysics;,"Terahertz Sensing and Imaging Team, Advanced Science Institute, RIKEN, Sendai 9800845, Japan; Key Laboratory for Laser Plasmas (Ministry of Education) and Department of Physics, Shanghai Jiao Tong University, Shanghai 200240, People's Republic of China;",Optik - International Journal for Light and Electron Optics,Elsevier,China;Japan,Haiwei Du;Nan Yang,,Research Article;,3/15/2015 0:00,10.1016/j.ijleo.2015.03.002,0.0,12/26/2014 0:00,10.1016/j.ijleo.2014.11.005,0.0,Retraction,+Error in Analyses;+Error in Image;+Error in Results and/or Conclusions;,No,
16372,"Poly-pathway model, a novel approach to simulate multiple metabolic states by reaction network-based model – Application to amino acid depletion in CHO cell culture",(BLS) Biochemistry;(BLS) Biology - Cellular;(BLS) Biology - Molecular;,"Cell Technology Group, Department of Industrial Biotechnology/Bioprocess Design, School of Biotechnology, KTH Royal Institute of Technology, Stockholm, Sweden; Department of Mathematics, Division of Optimization and Systems Theory, KTH Royal Institute of Technology, Stockholm, Sweden; Department of Automatic Control, School of Electrical Engineering, KTH Royal Institute of Technology, Stockholm, Sweden;",Journal of Biotechnology,Elsevier,Sweden,Erika Hagrot;Hildur Aesa Oddsdottir;Joan Gonzalez Hosta;Elling W Jacobsen;Veronique Chotteau,,Research Article;,7/5/2017 0:00,10.1016/j.jbiotec.2017.11.013,29274652.0,4/6/2016 0:00,10.1016/j.jbiotec.2016.03.015,27060554.0,Retraction,+Error in Analyses;+Retract and Replace;,No,
